city,latitude,longitude,country,population
Svobodnyy,51.3833,128.1333,Russia,53678
Jaggayyapeta,16.892,80.0976,India,53530
Salo,60.3831,23.1331,Finland,53890
Brunswick,31.145,-81.474,United States,53914
Bijar,35.8741,47.5937,Iran,53871
Williamsport,41.2398,-77.0371,United States,53861
Bristol,40.1216,-74.8667,United States,53803
Pamplona,7.3904,-72.66,Colombia,53587
Minami-Soma,37.6422,140.9572,Japan,53643
Nordhorn,52.4333,7.0667,Germany,53403
Elyria,41.3761,-82.1063,United States,53757
Leesburg,39.1058,-77.5544,United States,53727
Millcreek Township,42.0861,-80.1193,United States,53722
Mount Prospect,42.0641,-87.9375,United States,53719
Marco de Canavezes,41.1833,-8.15,Portugal,53450
Krasnokamsk,58.0833,55.75,Russia,53631
Imaricho-ko,33.2647,129.8808,Japan,53483
Upata,8.0204,-62.41,Venezuela,53685
Port Shepstone,-30.7411,30.4547,South Africa,52793
Wetzlar,50.5667,8.5,Germany,52954
Enerhodar,47.4989,34.6558,Ukraine,53567
Pinellas Park,27.8589,-82.7078,United States,53637
Frechen,50.9167,6.8167,Germany,52473
Hamilton,32.2942,-64.7839,Bermuda,52320
Neustadt,49.35,8.15,Germany,53148
Pijijiapan,15.6867,-93.2092,Mexico,53525
Bellevue,41.1535,-95.9357,United States,53544
West Sacramento,38.5557,-121.5504,United States,53519
Gudermes,43.35,46.1,Russia,52908
Apopka,28.7014,-81.5304,United States,53447
Olimpia,-20.7369,-48.915,Brazil,53360
Lewiston,46.3934,-116.9934,United States,53384
Capivari,-22.995,-47.5078,Brazil,53152
Angol,-37.7988,-72.7086,Chile,53262
Grand Island,40.9214,-98.3584,United States,53296
Palm Desert,33.7378,-116.3695,United States,53275
Karlovac,45.4931,15.5558,Croatia,53134
Vyksa,55.3194,42.1731,Russia,53219
Passau,48.5667,13.4667,Germany,52469
Frejus,43.433,6.737,France,52672
Milford city,41.2256,-73.0625,United States,53195
Bayonne,43.49,-1.48,France,51228
Watertown,43.9734,-75.9094,United States,53163
Sagua la Grande,22.8086,-80.0711,Cuba,53077
Little Elm,33.1856,-96.929,United States,53126
Pasaje,-3.3269,-79.8049,Ecuador,52673
Chambersburg,39.9315,-77.6556,United States,53083
Peabody,42.5335,-70.9724,United States,53070
Wylie,33.0362,-96.5161,United States,53067
Beaufort,32.4597,-80.7235,United States,53051
Arsen'yev,44.1667,133.2667,Russia,52471
Karvina,49.8542,18.5428,Czechia,52128
Mercedes,-34.65,-59.4333,Argentina,52949
Ahlen,51.7633,7.8911,Germany,52582
DeSoto,32.5992,-96.8633,United States,52988
Venkatagiri,13.9667,79.5833,India,52688
Tomiya,38.4,140.8953,Japan,51889
Torrelavega,43.3531,-4.0458,Spain,51494
Sihor,21.7,71.97,India,52603
Lorica,9.2419,-75.816,Colombia,52771
Chone,-0.6833,-80.1,Ecuador,52810
Jangaon,17.72,79.18,India,52394
Poprad,49.05,20.3,Slovakia,52037
Mongagua,-24.0869,-46.6289,Brazil,52492
Edina,44.8914,-93.3602,United States,52857
Wolfenbuttel,52.1622,10.5369,Germany,52174
Krasnokamensk,50.1,118.0333,Russia,52811
San Jose Villa de Allende,19.3747,-100.1475,Mexico,52641
Parsippany-Troy Hills,40.8601,-74.4238,United States,52768
Wheaton,41.8561,-88.1083,United States,52745
Thongwa,16.7547,96.5193,Burma,52496
Jaen,-5.6992,-78.8009,Peru,52493
Alesund,62.4723,6.1549,Norway,52163
Kobryn,52.2167,24.3667,Belarus,52600
Pacora,9.08,-79.28,Panama,52494
Horishni Plavni,49.0107,33.6562,Ukraine,52167
An Nabk,34.025,36.7344,Syria,52502
Arles,43.6767,4.6278,France,52548
Mandamari,18.9822,79.4811,India,52352
Lacey,47.046,-122.7934,United States,52592
Summerville,33.0015,-80.1799,United States,52549
Vyaz'ma,55.2103,34.285,Russia,52506
Miyako,39.6414,141.9572,Japan,52471
Ibbenburen,52.2778,7.7167,Germany,51904
Kleve,51.79,6.14,Germany,51845
Bando,36.0483,139.8889,Japan,51903
Welland,42.9833,-79.2333,Canada,52293
Stratford,41.207,-73.1305,United States,52279
Jaguariuna,-22.68,-46.99,Brazil,51907
Satte,36.0781,139.7258,Japan,50767
Tefe,-3.3684,-64.7205,Brazil,51437
Novovolynsk,50.7333,24.1667,Ukraine,52188
Basankusu,1.2222,19.8028,Congo (Kinshasa),52216
Arao,32.9867,130.4333,Japan,51325
Cruz del Eje,-30.7333,-64.8,Argentina,52172
Belorechensk,44.7667,39.8667,Russia,52082
Abdul Hakim,30.5522,72.1278,Pakistan,51494
Porto Feliz,-23.215,-47.5239,Brazil,51928
Lompoc,34.6618,-120.4714,United States,52020
Timashevsk,45.6167,38.9333,Russia,51925
Metpalli,18.8297,78.5878,India,50902
Howell,40.1819,-74.1977,United States,51958
Caldas da Rainha,39.4069,-9.1363,Portugal,51729
Gwadar,25.1264,62.3225,Pakistan,51901
Kentwood,42.8852,-85.5925,United States,51898
Berriozabal,16.7993,-93.2725,Mexico,51722
Covilha,40.2833,-7.5,Portugal,51797
Bad Kreuznach,49.8469,7.8669,Germany,50948
Shepparton,-36.3833,145.4,Australia,51631
Villareal,39.9378,-0.1014,Spain,50893
Sakaidecho,34.3164,133.8606,Japan,51196
Solnechnogorsk,56.1844,36.995,Russia,51612
Caleta Olivia,-46.4333,-67.5333,Argentina,51733
Sierra Vista,31.563,-110.3153,United States,51731
Levittown,40.1537,-74.853,United States,51726
Grasse,43.6667,6.9167,France,50396
Tulsipur,28.1278,82.2956,Nepal,51537
Madison,34.7114,-86.7626,United States,51593
Yuki,36.3053,139.8775,Japan,50817
Smyrna,35.9722,-86.5253,United States,51586
Speyer,49.3194,8.4311,Germany,50378
North Bay,46.3,-79.45,Canada,51553
Knysna,-34.0356,23.0489,South Africa,51078
Glendora,34.1449,-117.8468,United States,51544
Butare,-2.6,29.75,Rwanda,50220
El Talar de Pacheco,-34.4719,-58.655,Argentina,50426
Tsukubamirai,35.9631,140.0372,Japan,50870
Burien,47.4762,-122.3394,United States,51500
Uzlovaya,53.9791,38.1601,Russia,51358
Boblingen,48.6833,9,Germany,50155
Montijo,38.7049,-8.9757,Portugal,51222
Herriman,40.4899,-112.0171,United States,51348
Willich,51.2631,6.5492,Germany,50592
Severomorsk,69.0692,33.4167,Russia,51209
Tadmur,34.56,38.2672,Syria,51323
Farmington,36.7555,-108.1823,United States,51309
New Bern,35.0955,-77.0723,United States,51308
Cheremkhovo,53.15,103.0667,Russia,50819
Gummersbach,51.0333,7.5667,Germany,50688
Nichinan,31.6019,131.3789,Japan,51106
Hinesville,31.8247,-81.6135,United States,51206
Repalle,16.02,80.85,India,50866
Snezhinsk,56.0833,60.7333,Russia,51048
Ravensburg,47.7831,9.6114,Germany,50623
Hassan Abdal,33.8195,72.689,Pakistan,50044
Konibodom,40.2833,70.4167,Tajikistan,50400
Miyoshi,34.8058,132.8517,Japan,51049
Beaumont,33.9076,-116.9766,United States,51063
Goslar,51.906,10.4292,Germany,50753
Yasu,35.0675,136.0258,Japan,50432
Horsham,51.062,-0.325,United Kingdom,50934
Collierville,35.0471,-89.6988,United States,51040
Campos do Jordao,-22.7394,-45.5914,Brazil,50852
Nazarovo,56.0064,90.3914,Russia,50397
West Lafayette,40.4432,-86.9239,United States,50996
Laval,48.0733,-0.7689,France,49492
Noshiromachi,40.2122,140.0267,Japan,50842
Florissant,38.7996,-90.3269,United States,50952
Hoffman Estates,42.0639,-88.1468,United States,50932
Mozhga,56.45,52.2167,Russia,49328
Kirishi,59.45,32.0167,Russia,50885
Ye,15.2533,97.8679,Burma,50798
Queen Creek,33.2386,-111.6343,United States,50890
Kizlyar,43.85,46.7167,Russia,49247
Fafe,41.45,-8.1667,Portugal,50633
Bani Walid,31.7455,13.9835,Libya,50824
Kannapolis,35.4764,-80.6403,United States,50841
Tokamachi,37.1275,138.7557,Japan,50754
Pulawy,51.4166,21.9694,Poland,49839
To`rtko`l Shahri,41.55,61,Uzbekistan,50800
Beloeil,45.5667,-73.2,Canada,50796
Maricopa,33.0404,-112.0006,United States,50752
Mahalapye,-23.1041,26.8142,Botswana,50744
Mweka,-4.8519,21.5594,Congo (Kinshasa),50675
Belleville,44.1667,-77.3833,Canada,50716
Beruniy,41.6833,60.75,Uzbekistan,50700
Methuen Town,42.734,-71.1889,United States,50706
Kulu,39.0901,33.0807,Turkey,50667
El Salvador,8.5667,124.5167,Philippines,50204
Shakhtarsk,48.0333,38.4833,Ukraine,49482
Rastatt,48.8572,8.2031,Germany,49783
Starogard Gdanski,53.9667,18.5333,Poland,48690
Sahuarita,31.9323,-110.9654,United States,50616
Rowland Heights,33.9716,-117.8911,United States,50602
Lorrach,47.6156,7.6614,Germany,49347
Turbo,8.1004,-76.74,Colombia,50508
Arjona,10.26,-75.35,Colombia,50405
Traverse City,44.7547,-85.6035,United States,50522
Mirabel,45.65,-74.0833,Canada,50513
East Hartford,41.7634,-72.6152,United States,50453
Irondequoit,43.2096,-77.5705,United States,50427
Catalina Foothills,32.3041,-110.8835,United States,50426
Pozi,23.4611,120.242,Taiwan,50000
Amora,38.6265,-9.1189,Portugal,48629
Cookeville,36.1484,-85.5114,United States,50408
Buguruslan,53.6167,52.4167,Russia,49737
Siguiri,11.4171,-9.1666,Guinea,50159
Leith,55.98,-3.17,United Kingdom,50030
Peine,52.3203,10.2336,Germany,49952
Mishawaka,41.6736,-86.1669,United States,50363
Emden,53.3669,7.2061,Germany,49913
Bullhead City,35.1205,-114.546,United States,50309
Chomutov,50.4628,13.4111,Czechia,48635
Ashburn,39.03,-77.4711,United States,50290
Tajura',32.8819,13.34,Libya,48836
Forney,32.744,-96.4529,United States,50251
Sao Joaquim da Barra,-20.5808,-47.855,Brazil,50110
Hikari,33.9617,131.9422,Japan,49686
Erftstadt,50.8167,6.7667,Germany,49801
Lindong,43.9837,119.1834,China,50000
Borovichi,58.4,33.9167,Russia,50144
Itarare,-24.1125,-49.3317,Brazil,50105
Bhainsa,19.1,77.9667,India,49764
Slonim,53.0833,25.3167,Belarus,50100
Roslavl',53.9492,32.8569,Russia,50112
Gogrial,8.5337,28.1167,South Sudan,50065
Tomisato,35.7267,140.3431,Japan,49868
Sardasht,36.1553,45.4789,Iran,50000
Albi,43.9289,2.1464,France,48970
Suzaka,36.6511,138.3069,Japan,49734
Shawinigan,46.5667,-72.75,Canada,50060
Tepeapulco,19.7856,-98.5517,Mexico,49850
Severn,39.1355,-76.6958,United States,50052
Orangetown,41.0526,-73.9475,United States,50046
Kahemba,-7.2829,19,Congo (Kinshasa),50000
Porvoo,60.3931,25.6639,Finland,49928
Nenjiang,49.1745,125.216,China,50000
Heidenheim,48.6761,10.1544,Germany,49526
Azusa,34.1386,-117.9124,United States,49974
Upper Buchanan,5.9161,-10.0525,Liberia,48315
Yamaga,33.0167,130.6914,Japan,49783
Xankandi,39.8153,46.7519,Azerbaijan,49848
Ramhormoz,31.2783,49.6064,Iran,49822
Bloomsburg,41.0027,-76.4561,United States,49840
Bergkamen,51.6167,7.6333,Germany,48725
Nomimachi,36.4375,136.4961,Japan,49200
Morehead City,34.7308,-76.7387,United States,49760
Sesimbra,38.4437,-9.0996,Portugal,49500
Leonberg,48.8014,9.0131,Germany,48733
Ridder,50.35,83.5167,Kazakhstan,49695
Coral Gables,25.7037,-80.2715,United States,49700
Ifakara,-8.1296,36.68,Tanzania,49528
Frankenthal,49.5333,8.35,Germany,48561
Zyryanovsk,49.7453,84.2548,Kazakhstan,49658
Evreux,49.02,1.15,France,47733
Sanmu,35.6028,140.4136,Japan,49300
Berber,18.017,33.9833,Sudan,49556
Omitama,36.2394,140.3525,Japan,49200
Oroville,39.4999,-121.5634,United States,49513
Ozgon,40.7667,73.3,Kyrgyzstan,49410
Wilson,35.7312,-77.9284,United States,49483
Okhtyrka,50.3074,34.9016,Ukraine,47971
Lawrence,39.8674,-85.9905,United States,49462
Bad Oeynhausen,52.2,8.8,Germany,48702
Villaguay,-31.85,-59.0167,Argentina,49445
Muhanga,-2.0783,29.7581,Rwanda,49038
Portage,42.2,-85.5906,United States,49445
Christchurch,50.73,-1.78,United Kingdom,48368
Albury,-36.0806,146.9158,Australia,47974
Minot,48.2375,-101.2781,United States,49425
Cwmbran,51.653,-3.021,United Kingdom,48535
Yong'an,31.0504,109.5167,China,49168
Changyon,38.2517,125.1021,North Korea,48984
Dunwoody,33.9418,-84.3122,United States,49356
Shimotsucho-kominami,34.1556,135.2092,Japan,48846
Poway,32.9871,-117.0201,United States,49323
Libertador General San Martin,-23.8,-64.7833,Argentina,49267
Santa Rosa,-3.4522,-79.9617,Ecuador,48929
Prievidza,48.7714,18.6242,Slovakia,48134
Timimoun,29.2365,0.27,Algeria,49237
I-n-Salah,27.2166,2.4666,Algeria,49223
San Jacinto,33.797,-116.9916,United States,49215
Lesnoy,58.6333,59.7833,Russia,49056
Freising,48.4028,11.7489,Germany,48634
Haverford,39.9868,-75.3164,United States,49162
Troy,42.7354,-73.6751,United States,49154
Newark,37.5204,-122.0312,United States,49149
Suwa,36.0392,138.1142,Japan,48695
Cuyahoga Falls,41.1641,-81.5207,United States,49106
Rheda-Wiedenbruck,51.8417,8.3,Germany,48505
Downers Grove,41.7949,-88.017,United States,49057
Jales,-20.2689,-50.5458,Brazil,48922
Bedford,32.8464,-97.135,United States,49049
Reedley,36.5987,-119.4473,United States,49042
Dublin,40.1112,-83.1454,United States,49037
Marana,32.4355,-111.1558,United States,49030
Stillwater,36.1316,-97.074,United States,49008
Decin,50.7736,14.1961,Czechia,48594
Al Mayadin,35.0208,40.4533,Syria,48922
Huaquillas,-3.4803,-80.2317,Ecuador,47706
Murray,40.6498,-111.8874,United States,48917
Bornheim,50.7592,7.005,Germany,48326
Hitachi-ota,36.5383,140.5311,Japan,48758
Roswell,33.373,-104.5294,United States,48889
Ena,35.4494,137.4128,Japan,48777
Pascagoula,30.3665,-88.5507,United States,48869
Waingapu,-9.6582,120.253,Indonesia,48828
Brandon,49.8483,-99.95,Canada,48859
Martigues,43.4053,5.0475,France,48188
Sanare,9.7822,-69.7931,Venezuela,48764
Dachau,48.2603,11.4342,Germany,47400
Lower Paxton,40.3183,-76.7983,United States,48739
Jasdan,22.03,71.2,India,48483
Ladysmith,-28.5539,29.7825,South Africa,47375
Kozlu,41.4333,31.75,Turkey,48381
Megion,61.0331,76.1097,Russia,48691
Gronau,52.2125,7.0417,Germany,48072
Wakema,16.6133,95.1829,Burma,48405
Port Macquarie,-31.4333,152.9,Australia,47973
Rimouski,48.45,-68.53,Canada,48664
St. Louis Park,44.9488,-93.3649,United States,48662
Cuxhaven,53.8667,8.7,Germany,48358
Namtu,23.0837,97.4,Burma,48591
Rio Grande City,26.3808,-98.8215,United States,48610
Matay,28.4167,30.7833,Egypt,46903
Draper,40.4957,-111.8605,United States,48587
Rumia,54.5667,18.4,Poland,47148
Kolobrzeg,54.1667,15.5667,Poland,46716
Tubarjal,30.5,38.2167,Saudi Arabia,48525
Palm Springs,33.8017,-116.5382,United States,48518
Kurganinsk,44.8833,40.6,Russia,48439
Alsdorf,50.8744,6.1615,Germany,47018
Straubing,48.8772,12.5758,Germany,47794
Gosen,37.75,139.1833,Japan,48360
Tonami,36.65,136.9667,Japan,48116
Paducah,37.0711,-88.6436,United States,48481
`Akko,32.9261,35.0839,Israel,47675
Findlay,41.0467,-83.6379,United States,48469
Dornbirn,47.4167,9.75,Austria,48067
Ami,36.0308,140.215,Japan,47755
Marhanets',47.648,34.6167,Ukraine,47141
Bulungu,-4.5496,18.6,Congo (Kinshasa),48344
Kyle,29.9937,-97.8859,United States,48393
Tarnobrzeg,50.5833,21.6833,Poland,47816
Ishigaki,24.3333,124.15,Japan,48132
Durham,54.7761,-1.5733,United Kingdom,48069
Monroe,41.9154,-83.385,United States,48317
Rio Grande da Serra,-23.7439,-46.3978,Brazil,48302
Beypazari,40.1703,31.9211,Turkey,48274
Tuckahoe,37.5878,-77.5858,United States,48282
Lincoln,38.8759,-121.2916,United States,48275
Bel Air South,39.5051,-76.3197,United States,48269
Ocoee,28.5787,-81.5338,United States,48263
Brianka,48.5133,38.6431,Ukraine,47512
Takeocho-takeo,33.1939,130.0192,Japan,48011
Burleson,32.517,-97.3343,United States,48225
Kita,13.0504,-9.4833,Mali,46435
Finike,36.3,30.15,Turkey,48131
Donetsk,48.3369,39.9449,Russia,47770
Alta Gracia,-31.6667,-64.4333,Argentina,48140
Farmers Branch,32.9272,-96.8804,United States,48158
Higashine,38.4314,140.3911,Japan,47920
East Lansing,42.748,-84.4835,United States,48145
Uniontown,39.8994,-79.7244,United States,48137
Kashira,54.8333,38.15,Russia,48016
Shelekhov,52.2,104.1,Russia,48098
Jeffersonville,38.3376,-85.7026,United States,48126
Winder,33.9917,-83.7218,United States,48125
Wauwatosa,43.0615,-88.0347,United States,48118
Vila Verde,41.65,-8.4333,Portugal,47888
Skierniewice,51.9528,20.1417,Poland,47837
Littleton,39.5915,-105.0188,United States,48065
Otradnyy,53.3667,51.35,Russia,47180
Kikugawa,34.7578,138.0842,Japan,47547
Tomioka,36.26,138.89,Japan,47648
Noboribetsu,42.4128,141.1067,Japan,47795
Soest,51.5711,8.1092,Germany,47460
East Brunswick,40.4281,-74.4179,United States,47981
Cumberland,39.6515,-78.7585,United States,47980
Stade,53.6008,9.4764,Germany,47533
Cedar Hill,32.581,-96.9591,United States,47930
Brive-la-Gaillarde,45.1583,1.5321,France,46916
Carrollton,33.5817,-85.0837,United States,47920
Enid,36.4061,-97.8701,United States,47907
Golpayegan,33.4536,50.2883,Iran,47849
Dila,6.4104,38.31,Ethiopia,47021
Rancho Santa Margarita,33.6318,-117.5989,United States,47896
Pakenham,-38.0712,145.4878,Australia,46421
Lousada,41.2833,-8.2833,Portugal,47387
Charleville-Mezieres,49.7719,4.7161,France,46428
Poti,42.15,41.6667,Georgia,47149
Luwuk,-0.9396,122.79,Indonesia,47778
Washington Township,39.747,-75.0724,United States,47809
Herzogenrath,50.8667,6.1,Germany,46402
Vyshniy Volochek,57.5913,34.5645,Russia,46908
East Honolulu,21.2975,-157.7211,United States,47770
Al Madrah Sama'il,23.3032,57.9782,Oman,47718
Al Majma`ah,25.9039,45.3456,Saudi Arabia,47743
Beavercreek,39.731,-84.0624,United States,47741
Saint-Herblain,47.2122,-1.6497,France,46268
Niagara Falls,43.0921,-79.0147,United States,47720
Snizhne,48.0167,38.7667,Ukraine,47259
Amahai,-3.3281,128.9405,Indonesia,47653
`Amuda,37.1042,40.93,Syria,47580
Saint-Priest,45.6972,4.9447,France,46207
San Lorenzo,-28.12,-58.77,Argentina,47626
East Providence,41.8065,-71.3565,United States,47618
Kamiyoshida,35.4875,138.8081,Japan,47211
Kafue,-15.78,28.18,Zambia,47554
Kutno,52.2333,19.3667,Poland,47557
Livny,52.4253,37.6083,Russia,47221
Azna,33.4539,49.455,Iran,47489
Chesterfield,38.6588,-90.5804,United States,47538
Irati,-25.4672,-50.6511,Brazil,45830
Capao Bonito,-24.0058,-48.3494,Brazil,47486
Ban Plai Bua Phatthana,13.9032,100.3989,Thailand,46274
Santa Ana Chiautempan,19.3167,-98.1833,Mexico,46776
Tamagawa,33.6317,130.7997,Japan,46611
Lohja,60.25,24.0667,Finland,47353
Qingyuan,24.5004,108.6667,China,47062
Kasaoka,34.5072,133.5072,Japan,47097
Sayanogorsk,53.1,91.4,Russia,47358
Sanski Most,44.7667,16.6667,Bosnia And Herzegovina,47359
Bothell,47.7735,-122.2044,United States,47415
Jobabo,20.9078,-77.2831,Cuba,47350
Villa Constitucion,-33.2333,-60.3333,Argentina,47374
Tangdukou,27,111.2001,China,45617
Kingisepp,59.3667,28.6,Russia,47313
Talghar,43.3,77.2333,Kazakhstan,47301
Nakai,33.5756,133.6414,Japan,46951
Fellbach,48.8086,9.2758,Germany,45671
Blois,47.5939,1.3281,France,46086
Yabrud,33.9672,36.6572,Syria,47136
Glenview,42.0825,-87.8216,United States,47308
Ban Bang Mae Nang,13.8815,100.3759,Thailand,45974
Tursunzoda,38.5108,68.2303,Tajikistan,46700
Saint-Malo,48.6481,-2.0075,France,46097
Oberursel,50.2028,8.5769,Germany,46248
Mentor,41.6895,-81.3361,United States,47262
Antalaha,-14.8833,50.2833,Madagascar,47224
Landau,49.1994,8.1231,Germany,46677
Jablonec nad Nisou,50.7278,15.17,Czechia,45773
Keller,32.9337,-97.2255,United States,47213
West Orange,40.7893,-74.2627,United States,47210
Shima,34.3283,136.8306,Japan,46937
Takashima,35.3528,136.0356,Japan,47124
Zarinsk,53.7,84.9167,Russia,46597
Huatan,24.0316,120.558,Taiwan,45907
Schwerte,51.4458,7.5653,Germany,46340
Aubagne,43.2908,5.5708,France,46268
Poso,-1.3896,120.76,Indonesia,47110
Tres Arroyos,-38.3667,-60.2667,Argentina,47136
Nysa,50.4738,17.3344,Poland,46841
Kurayoshi,35.43,133.8256,Japan,46943
Calimaya,19.1608,-99.6172,Mexico,47033
Neunkirchen,49.3448,7.1799,Germany,46469
McLean,38.9436,-77.1943,United States,47075
Danville,40.1423,-87.6114,United States,47059
Spring Hill,35.7438,-86.9116,United States,47042
Al Qusayr,34.5089,36.5797,Syria,46772
Roseville,42.5074,-82.9369,United States,47018
Filderstadt,48.6667,9.2167,Germany,45813
Fastiv,50.0747,29.9181,Ukraine,45907
Tocoa,15.6833,-86,Honduras,46900
Agrinio,38.6167,21.4,Greece,46899
Lukavac,44.5333,18.5333,Bosnia And Herzegovina,46731
T'aebaek,37.1731,128.9861,South Korea,46715
Dulmen,51.8308,7.2783,Germany,46590
Ban Saen Suk,13.2882,100.9144,Thailand,45142
Lubny,50.0186,32.9869,Ukraine,45786
Carcassonne,43.21,2.35,France,46031
San Francisco de los Romo,22.0833,-102.2667,Mexico,46454
Berezovskiy,55.6667,86.25,Russia,46215
Elmhurst,41.8973,-87.9432,United States,46746
Hof,50.3167,11.9167,Germany,45930
Kariya,34.7889,134.3724,Japan,46347
Cabreuva,-23.3075,-47.1331,Brazil,46528
New Philadelphia,40.486,-81.4402,United States,46698
Melle,52.2031,8.3361,Germany,46493
Santa Cruz do Rio Pardo,-22.8989,-49.6328,Brazil,46633
Sandusky,41.4437,-82.7149,United States,46655
Hokota,36.1586,140.5164,Japan,46415
Hyvinkaa,60.6306,24.8597,Finland,46463
Cornwall,45.0275,-74.74,Canada,46589
Perinton,43.0781,-77.4283,United States,46573
Euclid,41.5904,-81.5188,United States,46550
Gryazi,52.5,39.9333,Russia,46492
Shimeo,33.5914,130.4797,Japan,45918
Kingman,35.217,-114.0105,United States,46524
